party_or_ideology,response
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Not warming
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Mod/Cons Democrat,Don't know / refuse to answer
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Earth is warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Not warming
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
Liberal Democrat,Don't know / refuse to answer
